username,comment,channel,video,reference_date
som a,تصوير بكليه تراث كليتي😍😍,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=dgy25CwGizo,2 years ago
Ali Ili,😍,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=dgy25CwGizo,4 months ago
الروح tek took NOOR,ههههههه المسلسل يجنن,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=dgy25CwGizo,1 year ago
b B,فدوة اروحلك ع الجمال احمد والصلاة على محمد,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=dgy25CwGizo,9 months ago
تبارك,😍,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=dgy25CwGizo,1 month ago
كصيت رجلين حضي وماكعد,واحد سأل جدتة كللها جدة كبل شلون جنتوا عايشين بلا موبايلات وانترنت كالتلة ماتشوف عمامك ١٥ وخوالك ١٩🤦‍♀️🤷‍♂️😹😹😹😹😹,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=dgy25CwGizo,2 years ago
٠٧٨٢٨٢٢٠٩٨٨ امير الاحزان,تخبلل,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=dgy25CwGizo,1 year ago
Marwa Boubata2003,تحية لاهل العراق من الجزائر😍🇩🇿🤬,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=dgy25CwGizo,8 months ago
زٍوٌزٍيَهّ کْشُخِهّ ،.،.,حلووو,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=dgy25CwGizo,2 years ago
07714114872 ء,حلووو,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=dgy25CwGizo,1 year ago
Ayoo Ahmed,هُـ ﴿❀﴾ًّـٍّذٌا❥ • ﺄإأحَـحمِــد ᗩНᗰЄᗭ 𖡻 ☻💙℡⇣ شهاب وياها,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=dgy25CwGizo,2 years ago
بنوته ستايل,احلى شي من تكلهم ماعدكم خوات يكله عدنه تلاثتهن مزوجات دقيقه 1:23,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=dgy25CwGizo,2 years ago
مجروح من اعز ناسي,حلو⁦❤️⁩ كلش,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=dgy25CwGizo,1 year ago
سوير ضلع سويره,رب مال اغراء وتكول اني بعيده عن الاغراء😂,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=dgy25CwGizo,2 years ago
Asaad313 Asaad313,احلا مقطع مضحك شفتة  ههههههههههههههه 😍😍😍😍😚😚😚😚😚😘😘😘😘😘😘😙😙😙😙😙😙,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=dgy25CwGizo,1 year ago
mustafa star l مصطفى ستار,فطر,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=dgy25CwGizo,2 years ago
مؤملِ,😂هذوله الشباب ال٣ فد يضحكون 😂,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=dgy25CwGizo,1 year ago
جسؤر,ههههه احله شي بالحياة هي جامعه,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=dgy25CwGizo,1 year ago
uoo,يا الله متت ضحك 😂😂,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=dgy25CwGizo,6 months ago
فله البجاريي.,بالقوه بربي متت😂,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=dgy25CwGizo,1 year ago
ameen zxcv,ههههه والله صحيح الكليات والجامعات صايره عباره عن زحف مجاين على دراسه واغلبهم ثولان واغلبهم فيكات وخليفات بس كفر تلكيه,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=dgy25CwGizo,2 years ago
عمر الخزعلي,🤣🤣يجنن,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=dgy25CwGizo,1 year ago
مصطفى مصطفى,❤❤❤❤,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=dgy25CwGizo,6 months ago
أمہوٌريہ آلظہل,هههههههههاي فديتكم والله,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=dgy25CwGizo,1 year ago
مرتضى علي,❤♥️😍😚,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=dgy25CwGizo,1 year ago
سـو୭جي,"اول مره اشوف برنامج مضحك وما بيه الفاظ شارع 
كل التوفيق ❤",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=dgy25CwGizo,2 years ago
ZAEM,❤❤,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=dgy25CwGizo,1 year ago
حسوني الملك,"5:20
اريد اججرب شلون يسون الوقت بالفيديو",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=dgy25CwGizo,1 year ago
حلاتي بضحكتي وافتخر,حلوو,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=dgy25CwGizo,1 year ago
نور يوسف علي,ادعولي يا اخواني بالفرج تراني بضيق,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=dgy25CwGizo,6 days ago
روحِ‌‍ طفـہ‌‍لَھـْہ,رآحٍ يَجٍيَ يَۆم تٌفَرحٍ بْس گۆلُ ,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,2 years ago
هذا انا مقدر أكون غيري انا,"وإن سألوني عن حب العراق 🇮🇶 إجابتي كـحبي لأمي 
حلمي ازور العراق حلمي ياعالم 😭😭ابن اليمن 🇾🇪 مر من هنا",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,6 months ago
saad fares,"بموت بالجمال العراقي😍
بحبكن من سوريا🇸🇾",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,6 months ago
Emad M Alkabsh,احلى تحيه لا اهل العراق محبكم من اليمن,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,7 months ago
ابن طيء,🤣 اروحلكم فدوة يالعراقيين احبكم من سوريا ❤,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,5 months ago
Mariam Abdulbasat,حلوة هاي نفتح الثلاجة ونصفن عليها ونسدها صدك هاي اني اسويها 😂😂😂,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,2 years ago
خالد اليماني,احبكم اهل العراق تحياتي لكم من 🇾🇪اليمن,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,5 months ago
مشهور نوح,هههههههه تحياتي لكم جميعاً من أليمن 🇾🇪,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,6 months ago
لولا الاسد مغدور ماكان ابد مجروح,"تحياتي من اليمن الى اقرب الخلق الى قلوبنا
بلد العراق العضيم ♥♥",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,4 months ago
عزوز اليماني الرازي,قلبي توجع من الضحك حلو وين العرااقين تحياتنا لكم من اليمن الحبيب,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,1 year ago
شبل خولان,هههههههههههههههههه اعجبني الي بجانب القاضي 😂 احبكم أهل العراق اخوكم من اليمن,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,1 year ago
A Tt,احلا شعب واهل النخوه الشعب العراقي اخوكم من اليمن,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,6 months ago
Senior j,اللهجة العراقية تخبل❤🥺,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,6 months ago
عمر المولئ,احلى واجمل تحية لاهل العراق وولد بغداد اخوكم من موصل 😹😹,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,5 months ago
سلطانه حبيبي 🥰💘,"الله ♥😍شكد حلوو اكثر، تعليقات 
من اهلنا بل يمن",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,6 months ago
Faisal Alotaibi,احلى ناس أهل العراق احبكم من الكويت 💙,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,1 year ago
Kvj Jvuh,سوف ياتي غبار يوما ما وياخذ كل الحزن معه لن تتوقع من اين اتى☺,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,6 months ago
عنآاد العتيبي,هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه الله يسعدكم ي اهل العراق العظيم 😂🇮🇶🇸🇦,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,6 months ago
ااابن اااليمن,تحيه من اليمن احبكم شعبي الثاني العراق.,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,6 months ago
شامخ المأربي,انت روح راح نطلقك 😂😂😂يسعد جوكم تحياتي لكم اخواني اهل العراق لكم في القلب حب ومعزه اقرب شعب الا قلوب اليمنيين 🇾🇪 🇮🇶,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,6 months ago
ابو ريان يماني,فديتكم يا عراقين احلى تحيه من اليمن,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,1 year ago
ادريس مطيع,لا  ما اقبلها تحيه لا اخواننا العراقيين من اليمن 🇾🇪🇾🇪😘😘,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,1 year ago
مصطفى عماد,تحية لكم اخوانه العراقيين اخوكم من ديالى,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,6 months ago
ابو الصوف,والله البصف القاضي يموت ضحك 😂😂😂,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,6 months ago
صدام حوشان,ليش ماكو تجيب لها شبش وعصير ههههههه. مايقبل ع اظافرك 🤭😂. سلام القلب والروح لمواطني الثاني من اليمن السعيد 💚🤞,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,4 months ago
ابو علي Dk,فديتكم ياالعرقيين احلى تحيا من لبنان ♥️😍😍😍,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,2 years ago
السلطان اليافعي,موتني ضحك الي جنب القاضي الكاتب 🤣🤣 تحمس.   تحيه لكم من اليمن يا اهل العراق,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,6 months ago
طال الصدى طال الصدى,اللهم صل على محمد وآل محمد الطيبين الطاهرين واللعن عدوهم من الاولين والآخرين الى قيام يوم الدين,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,7 months ago
حلأوهِ ?,تحيه من سوريا  الى العراق ⁦♥️⁩⁦♥️⁩,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,1 year ago
WE ARE AMAZIGH,تحية لكل العراقيين أخوكم من الجزائر .ناس طيبين الله يحفظكم من كل شر,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,5 months ago
سليمان قاسم,تحيه لي أهل العراق الحبيب من بلادكم الثاني اليمن,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,2 years ago
هل صليت اليوم على النبي,وكلما تذكرت أن سورة يوسف بدأت بحلم وانتهت بحقيقة أعدت ترتيب أحلامي ؛ وزاد في الله حسن ظني ...,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,1 year ago
أمنيه محققه بإذن الله طالبه سادس,ههههه  صايره هنا مطار  الدولي  كلها تحيه من دوله فلا وفلان   وتحيه مني لبلدي العراق🇮🇶🤚🔥🔥🔥🔥(بنت العراق),https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,1 year ago
فانزة وليان البياتي,مبرووووووك ع2مليون انتو قناتي المفضله,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,11 months ago
الو,والله ويشهد ربي اني احب العراق بكل طوائفه سنه وشيعه تاج راسي والله من السودان,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,6 months ago
نونه كيوت,"وين جان عقلي 
من جنت اخلي طوبه بطني عود حامل😂",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,2 years ago
مرتضى مرتضى,اللة.يحفظ.العراقية.وضحكتهم❤❤,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,1 year ago
Asra /ارمي بي تي اس p t s,"اللهك صل على محمد وال محمد ❤️
اللهم احفضنا بحق محمد وال محمد",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,7 months ago
مۣۖۂٰۣ۫ـِـقٰཻۂٰۣ۫ـۣۙتـۣۙۂٰۣ۫ـۣۙ٭ـۣۙدى عٰۣ۫ـِـٰཻلۂٰۣ۫ـۣۙஓـۣۙي,"1:50 
   والله لو اني اجيبلج الاسواق وابو الاسواق 
😅😅😅😅",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,1 year ago
بْنْتٌ آلُحٍۆيَجٍہ,يُهوّنها الله مِن سابعِ سماء، لا تحزن♥️.,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,5 months ago
اميرة حبيبي,ادعولي ارجع لزوجي مليت من الفراك 😭😭😭 مشتاقتله هواي عليكم الله ادعولي,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,2 years ago
صادق الملكي,والله عاشت ايديكم ع هاذه التمثيل والله صدوك ضحكني احله شي مال طلي,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,1 year ago
ابو سام اليافعي,"يا كثر حبي لكم يا أهل العراق الشقيق،  منبع العلم  والحضارة والفن العريق ، سومر وكلدان وبابل وآشور وكل تراث عميق، سبقتم بحضارتكم الرومان والاغريق، وشيدتم العمران في الماضي العتيق .
مليون تحية اخوية محملة بمشاعر ودية واعطار وردية من من جبال يافع الحميرية نسل سبأ اليمانية إلى كل أخ عراقي وأخت عراقية ❤❤",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,10 months ago (edited)
Ahmad Ahmad,تحية من سورية للعراق,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,4 months ago
Ahmad Al3essa,طفلة بنية بدها شيبس وعصير 😂😂فديتهم ولج😍💜,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,6 months ago
Saad Alrahmo,دخيل ربكم يالعراقيين ما احلاكم وخفة دمكم ما احلاها تحيا الكم من سورية نحبكم 🇮🇶❤🇸🇾,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,2 years ago
ابو تركي saao9000 العنزي,يارب ان عراق يرجع مثل اول وأحسن 🇸🇦🇮🇶,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,10 months ago
نزوري ابن كربلاء,"كلشي وكف ✋بل عراق 

بس 😥طريق 🚑نجف 
ماوكف 👎😥",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,7 months ago
بارق المسراوي🇸🇾,تحيا لحبابي🇸🇾❤🇮🇶,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,4 months ago
يماني وفتخر,احب اهل العراق يمني مقيم في العراق وشكر اهلنا في العراق,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,6 months ago
العنفوان اليماني يماني,فديت العراق وأهل العراق والله فن وابداع كل شي فيكم جميل استمرو محبكم من اليمن,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,2 years ago
Banen Love,تطلكو نفس يوم عيد ميلادي😂,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,1 year ago
لطيفه ك الغيوم الحلوه,وعلي متت ضحك على البصفه القاضي ايخبل هههه,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,1 year ago
احمد الاعرجي,القاضي غير زاحف 🤣🤣🤣🤣🤣🤣🤣🤣,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,1 year ago
صقر الجنوب مر من هنا,"احط احلا بصمه وتذكار لاخواننا العراقيين 
😎✌يمني نبضي عراقي",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,6 months ago
قناة عمرأحمد مبكري,"هههههههههههههههه 
انا اضحك على مساعد القاضي مشهد حلو جدا 
الف تحيه للعراق من القلب إلى القلب اخوكم من اليمن",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,1 year ago
فداء بارودي,معقول الطلاق بلعراق هيك بهل سهولي عنا بسوريا بيشلعو القلب وكل ما بتكون مصمم عل طلاق بيعطوك مده شهر او اقل او اكتر,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,11 months ago
Badoor Sadam,غاده واحمد اخوان اصلن❤️❤️,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,1 year ago
مغامر الجبال,مشاء الله عليها هذي لكوكان جات عندي مشي نجبلها الشيبس والعصير برك الاحبت نديرلها اوزين نتا ع شبيس وجي .ًًظً🍓💔💘😘😘😉😎😋🇩🇿,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,1 year ago
وين الحريه والقدس اسيره,ماشاء الله اشكد حلوين حبايبنا اهل العررررررراق  ....والله نحبكم ونعشقكم انا واهل اليمن,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,1 month ago
قلبي برئ,"فدوه ادعو العمي بالنعاش
دعوة 40 شخص مستجابه 😢😭",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,2 years ago
[] الغريب [] الغريب [],"وحك بغداد    والبيها   ✋   🍂
اريد وياك   وياك  اكضيها    💑 
            حبك  مو سكن كلبي♥ 
          فتح روحي وكعد بيها❤",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,1 year ago
٠٧٧٢٦٤٥٣٢٠٦ الماضي,حلوو❤❤,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,7 months ago
المهرجDhaher,صلو على الحبيب المصطفى عليه افضل الصلاه والسلام 🥰,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,6 months ago
المهرجDhaher,اللهم صل وسلم وبارك على سيدنا محمد وعلى اله وصحبه اجمعين امين يارب العالمين اللهم ارحم موتانا و موتا المسلمين وموتا المؤمنين وارحمنا برحمتك الواسعة وادخلنا فسيح جناتك يارب العالمين اللهم امين,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,6 months ago
نشر: حالات وتس اب دينية,الله عليكم يا أهل العراق تحياتي من سوريا إلى شعب العراق الشقيق😂😂😂😂🌹,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,2 years ago
محمد العربي,لا اريد تعليقات فقط ادعي بصدق ابوية مريض ادعيلة بالشفاء رجاءً 😢 😢 دعوة الغريب مستجابة 😢 😢,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,6 months ago
حشداوي جوجو,وحق الله كلبي وجع من ضحك 😂😂😂😂😂😂😂😂😂,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,6 months ago
٠٧٧٠٢٧٣٠٥٨٠ كوافير,"• ياهلبـت مـن اون ينكسر خاطـرهـم👌🏽
• شبعـوني بجـي المايـنشـبع منـهـم 💔",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,6 months ago
جرح ينزف,هههههههه والله ضحكت من صباحيات الله 😂😂,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,6 months ago
عباس الكربلائي,باع الله الجمال ربي يحفظها فدوا للعراق بصراحة عجبتني البنيه ...مو واحد يجي يشوف تعليق ويكوم يغلط اني ماكلت شي مسأله إعجاب 😍,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,1 year ago (edited)
حنطاوي 7ntawy,7:15 تعال اكعد ببدالي ههههههه,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,1 year ago
عاشق الورد الجهني,لا تجعل الله ينساك.. أذكر الله يذكرك 🌹🌹😁,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,6 months ago
Ali Abd,وين اكو قاضي قلمه لون ازرگ😂😂,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,1 year ago
Saleh Lee,العراقيات حلوات 🥺❤️,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,6 months ago
غريب في دنيا الوطن,ماقدر اتحمل لمن اشوف صبايا العراق يجنن العقل عسل والله كلهن فديت روح كل عراقيه,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,1 year ago
إبن الانبار شخصيآ,مقصوده عل مواليد اللفينات 😂😂😂,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,1 year ago
احمد محمد,يخرب بيتها الاجت الاول تجنن,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,5 months ago
حبيبي والله,4:03   خو انتو الفريفرات 😂😂😂🤣🤣,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,1 year ago
صوفي العراقي,بوية وربي متت ضحك 😂😂😂😂♥️,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B4JRELsD8CU,6 months ago
نور الشمس,اني لو مكانه من اشوف زوجي يركص وياه اني أجر عمر واركص وياه🤣🤣🤣😄😅,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,2 years ago
ربي الله,رح يجي يوم ما تنام من الفرحه يا الله,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,7 months ago
دناٰﭑوꪇي .❀♥➘ء,"هّهّهّهّهّ عٌوٌدٍ دٍوٌر عٌشُهّ أمً خِشُمً  😹😹😹😹
مًنِوٌ هّنِآ بً2021جّآيَ يَشُوٌفُ طِبًآبً خِيَر 🙂",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,7 months ago (edited)
