username,comment,channel,video,reference_date
الحزين 07737841918,-تجاهلوا من يتجاهلكم واهتموا بمن يهتم  بكم وسلاماً على من يرحلون💔!!,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,8 months ago
محمود حمزة,اللهم صلي على حبيبنا ونبينا وسيدنا محمد وعلى اله وصحبه اجمعين  أحبو الله ورسول,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,7 months ago
فضه الحلفي,احلى شي بل التعليقات المذكرون بل صلى على محمد واله محمد 😘😍,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,2 years ago
الحزين 07737841918,"أصبحنا وأصبح الملك لله رب العالمين .. بإسمك الله نبدأ هذا الصباح .. فأعطنا خيره وأكفنا شره 🤲🏻☘️

صباح الخير ♥️🕊️",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,8 months ago
حجي حكيم حجي حكيم,اهل لعراق ماشاء الله كلهم حلوين فديتهم من شمال إلى جنوب,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,9 months ago
• شاིعرٰ يتالم,هاذه شامت وبنفس الوقت يهجم بيوووت 🤣😂😂,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,7 months ago
عبوسي حسين,والله مبينة مبينة آدمية ومحترمة اليوم مقلب باجر اذا مثل هيج شسوي تعلم معنى الرجولة ابو روان زوجتك حلوة وفوكها عندك طفلة الله مانساك من الضنئ,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,9 months ago
اميره في ظل امي,اموت عل القرآن الكريم الله هم صلي وسلم على نبينا محمد,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,2 years ago
فطم,عليكم الله منتبهين البنات يذبن رواحن علا الرجال والزالم مستحيه,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,10 months ago
علي علي,أللهم صلي وسلم على نبينا محمد وعلى آله وصحبه أجمعين,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,10 months ago
أملي با لله أملي با لله,اللهم صل وسلم على نبينا وحبيبنا محمد رسول الله,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,6 months ago
Tahani 55t,عجبتني عطتها كف وهي مبتسمه😂😂,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,9 months ago
زهراء اركان,راح يجي يوم ما تنام من الفرح بس كول يا الله,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,1 year ago
ابو الطوف ابو الطوف,يالله يالله اللهم صلي علي محمد وال محمد وعجل الوليك الفرج ياصاحب الزمان عج لوليكه الفرج 😭😭😭😭😭,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,6 months ago
كحلية,اللهم صل على محمد وال محمد,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,10 months ago
توشه ',تابعت البرنامج علمود حموش يـــفـඊꪆↄ ☹️💞˝,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,6 months ago
مهند الجبوري,ولله عيب وخزي احنه مسلمين وشعب محافظ شنهي هاي البرامج الطايح حظها,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,7 months ago
مرتضى الملك,ويتكوم يا عشاق القرآن هم تحبون القرءان مثلي لو بس اني🌷🌷🌷,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,2 years ago
Sahar Jawiya,برنامج تافه على مود شاشة يهين زوجته بهيج موقف رجال اخر وكت 👎,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,8 months ago
ملكة الفرح,"هــاي ذلــة للمرأة الٓعــراقيـة
ياريت يــسوون العكـس ونشوف شيطلع من الرجال 🤭",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,7 months ago
جركيس جركيس,اللهم صل وسلم على نبينا محمد وعلى آله وصحبه أجمعين,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,7 months ago
ام علي,والله علمود شاشه اخلي زوجي تلمسه وحده غيري عندي زوجي الدنيا ومابيه,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,10 months ago
مرتضى الغساني,اين المصلون على محمد وآل محمد وعجل فرجهم يا كريم عددخلقك رضا نفسك وزنة عرشك ومداد كلماته,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,2 years ago
Ahmed _C4,"بعد هذه الحلقه احب أكول للزوجه لو يبقى اخر رجل في العالم لم ولن أستمر معه كيف 
تستمر حياتك مع هكذا شخص",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,7 months ago
علي ايمان,اليش هيج يخلي مرته بموقف كدام الكامرات واليش تضوجها كلها علمود الفلوس من طاحض الفلوس التغير البشر,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,7 months ago
اسو,😍ههه يمه 😂فدوه شكد 😍حلو ابو روان عجبني والله 😂,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,7 months ago (edited)
Abeer Srour,اللهم صل وسلم وبارك على محمد وعلى اله وصحبه اجمعين اجمعين,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,5 months ago
ٱوٌوٌمُـ‘ـُ غُـ‘ـُمُـ‘ـُٱزٍةّ,منو مثلي يعوف فديو ويركض ع تعليقات 😂😂😂😂الي مثلي يجق لايك😂😂ونبي عراقيين ميكعدون راحه متت ضحك 😂😂😂😂,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,2 years ago
عاشقه ريبر❤,احلا حلقه شفته من طباب خير 😊😊,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,2 weeks ago
Sss Asdd,يا الله 🥺♥️🙂,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,7 months ago
الحزين 07737841918,"أشتهيت 
أرتاح من كل صوت
ياروحي شحلات الموت😔",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,8 months ago
صالح احمد,متبعينكم من اليمن 🇾🇪🌹🙉✌️✋,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,5 months ago
عافيتي H حسوني,كم مصلى على نبينا محمد وعلى آله وصحبه أجمعين ❤️😍🌹💜💖♥️,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,1 year ago
حسين علي,ابو روان شبيك صدك جذب زوجتك احله منهن تتختار هاي جنهه عود بخور🙂,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,6 months ago
الحزين 07737841918,"أحبك يا رسالة عاشكة لملهوف

كل شوية يقراها لمعزتـ💛ـها ...!",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,8 months ago
jasim abas,دعوه اتزوج من  الحب بجاه محمد وآل محمد,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,6 months ago
عامر المشهداني,اللهم صل على محمد وعلى اله وصحبه اجمعين 😍😍,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,1 week ago
اترو العشك,"هاي ليش هيج والله مع الاسف لك اني اخلي زوجتي بيهيج موقف من وره شاشات فوك ما اني ادللها وماخليها تحس بشي ولا اغيرها 
بلعكس افتخر بيها كدام الناس وما اسوي فدشي يغثها او يجرحا هذا رئي الشخصي",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,1 year ago
colpkasher 4,ليش،كلهم لابسين كابوي 🌝,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,10 months ago
نبع الحنان ☺️,الله يبارك فيك يارب عموري الوردة,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,8 months ago
حيدر التميمي,حلوه 💕💕,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,8 months ago
houria mohammed,"انا احبكم هواي يا اهل العراق 
💕🇾🇪",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,8 months ago
احمد احمد,دعولي ان يرجع زواجي والأولاد دعوات غربيه انشالله,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,2 years ago
محمد عدنان,اللهم صلي على محمد وآل محمد,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,9 months ago
العلم نور الله,انت الله يقدرك ع فعل الخير انت شعل نار وتخليه معلكه وتكول الله يقدرنه ع فعل الخير 😂😂😂😂😂😂🤔🌹⚘🤲🏻ههههه,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,7 months ago
IMAN ZAEEA,والله وردة إم روان الله يحفظكم ويسعدكم ويحفظ كل أهل الأنبار,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,5 months ago
مصطفى الامير,اللهم صلى على محمد وال محمد,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,6 months ago
منوعات أعاصير الزمن,"أحب العراق ولهجتهم الحلوووووه كلش 💖
يمني مر من هنا🇾🇪",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,2 years ago
محمد علي عمر,اللهم صلي وسلم وبارك عليك يا رسول الله صلى الله عليه وسلم وعلى آله وصحبه وسلم تسليماً كثيرا,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,7 months ago
سہمہؤ آلمہلكہه.,😍😍😍,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,8 months ago
رعد سكر,😍😍😍,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,7 months ago
طيبه رعد كريم شعبه واو,"سبحان من صوّر جمالك وتممه🤎ꕤ
ل عمر محمد 🥀❤️",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,4 months ago
zahraa Alamiry,الى متى ... شوكت ناوين توكفون هالمهزله اللهم بحق محمد وآل محمد تفرجها علينه وتهدينا وتهديهم ع طريق الصح,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,2 years ago
colpkasher 4,من الله يطيح حظك كلكم نفس الطينه مايترس عينكم بس التراب,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,10 months ago
عباس عباس,يا الله يا الله يا الله يا الله نجحني وفرح كلبي بجاهه الامام موسى بن جعفر عليه السلام,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,4 months ago
ريتاج عدي,🥺❤️,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,5 months ago
mohammed Albayati,اشكد صعبه انو تشوف حبيبها ويا غيرها والله العظيم ضلم 😘😘😔😔😔,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,2 months ago
123 321,عليكم الله منو اي حب الرسول صلى الله عليها وآل محمد ويدعيلس بالصحه والعافيه بحق محمد والي محمد,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,2 years ago
Camillå /كاميلا,"الصوت اختفى 
الصوت عرج الى السماء",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,6 months ago
ام حسين,💜💞❤,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,5 months ago
ضياء عبي,ما شاء الله على الاهتمام بزوجها,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,5 months ago
سرئ حيدر,والله ام روان اتجنن فديت أو والله حرام اعليه هجي سوه اوياه😔😔😔,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=eivqmWH_oto,7 months ago
